lsid,highway
28117481,residential
28117484,residential
28117485,residential
28117497,unclassified
28117501,unclassified
28117502,residential
28117505,residential
28117508,residential
28117522,residential
28117529,residential
28117534,residential
28117537,residential
28117543,residential
28117591,residential
28117618,residential
28117623,residential
28117626,tertiary
28117631,residential
28117655,residential
28117665,residential
28117675,residential
28117680,residential
28117696,residential
28117730,residential
28117742,residential
28117744,residential
28117755,residential
28117757,unclassified
28117758,pedestrian
28117763,residential
28117765,residential
28117767,residential
28117770,residential
28117778,residential
28147542,residential
28150614,tertiary
28150705,residential
28150737,tertiary
28151150,unclassified
28245823,unclassified
28245824,tertiary
28245827,service
28245828,residential
28245837,residential
28245838,residential
28245840,steps
28245843,residential
28353479,residential
28353502,residential
28353521,tertiary
28353523,secondary
28667534,residential
28667542,tertiary
28667550,residential
28667567,residential
28667586,residential
28667587,residential
28667636,residential
45728858,unclassified
46250516,residential
46250519,footway
46250520,steps
46250521,footway
46593995,footway
46594008,residential
46691810,residential
46691812,residential
46739819,service
46739825,service
46846761,residential
46846762,pedestrian
47066306,pedestrian
47066388,pedestrian
47066389,residential
47068113,residential
47144609,living_street
47144611,steps
47147771,footway
47147772,steps
47147774,footway
47147775,steps
48536853,residential
48539056,residential
48541266,residential
48547227,residential
48547228,residential
48548400,residential
48550529,living_street
48800573,tertiary
48853867,steps
48855008,steps
48855011,pedestrian
48857908,pedestrian
48960358,service
48961158,secondary
48996161,unclassified
48996445,residential
48996446,residential
48996447,unclassified
48996833,tertiary
48996834,residential
48996835,unclassified
98290170,unclassified
98290171,unclassified
98290172,unclassified
98290173,unclassified
98338683,unclassified
98338686,unclassified
98338690,steps
98338691,unclassified
98338695,unclassified
98338697,motorway_link
98338703,unclassified
98338706,tertiary
98338710,service
98338711,service
98338715,service
98338719,unclassified
98338722,service
98338723,unclassified
99208483,service
99267546,footway
99268216,secondary
99268748,secondary
99268749,secondary
99268753,secondary
99268757,primary
99268758,secondary
99268761,secondary
99272285,motorway_link
99272286,secondary
99272288,residential
99272289,secondary
99272292,secondary
99272293,motorway
99272295,primary_link
99272296,tertiary
99272297,primary
99272298,tertiary
99272299,secondary
99272301,motorway
99272302,motorway_link
99272305,secondary
99272306,residential
99272307,secondary
99272309,motorway_link
99272311,unclassified
99272312,secondary
99272313,residential
99272314,tertiary
99272315,secondary
99272317,secondary
99272319,trunk_link
99272321,secondary
99272322,tertiary
99272323,primary_link
99272324,motorway
99272325,primary_link
99272326,secondary
99272327,tertiary
99272328,trunk_link
99272329,trunk_link
99272330,trunk_link
99272331,secondary
99362347,secondary
99362352,unclassified
99365852,unclassified
99365853,unclassified
99365854,unclassified
99365855,unclassified
99365856,unclassified
99365857,unclassified
99365858,unclassified
99365859,unclassified
99365860,service
99365861,unclassified
99365862,unclassified
99498658,residential
99498659,residential
99498663,residential
99498664,residential
100018036,pedestrian
100018037,pedestrian
100018038,pedestrian
100018042,pedestrian
106056767,tertiary
106056769,residential
106073073,service
106332543,service
106332546,unclassified
106332547,service
106332758,residential
106334251,pedestrian
106359256,motorway_link
106486638,unclassified
106486639,unclassified
106488193,footway
106610698,steps
106740037,footway
106740040,residential
101022170,unclassified
101022173,residential
101022176,residential
101975848,unclassified
101975849,unclassified
101975850,residential
101975851,tertiary
101975852,tertiary
102020746,footway
71335603,motorway
71358451,cycleway
71359088,residential
71359089,residential
71362195,pedestrian
71362196,pedestrian
72347780,residential
72347785,residential
72347786,residential
72347790,residential
72347791,residential
72347792,residential
72347796,residential
72464551,unclassified
72464554,footway
72464555,service
72464560,unclassified
72464563,service
72847318,footway
72847319,footway
72872158,service
72888095,unclassified
72888098,service
72892822,tertiary
72892824,service
72892828,service
72894987,unclassified
72894991,tertiary
72982047,tertiary
72982051,tertiary
72986822,residential
72986823,unclassified
72986824,unclassified
72986826,residential
579281515,service
579281521,footway
579281522,footway
579281523,footway
579281524,footway
579281525,footway
579281526,footway
579281527,footway
579281528,footway
579281529,footway
579281535,service
579281540,service
579281542,service
579281543,footway
579281544,steps
579281545,footway
579281551,service
579281566,service
579281584,service
579281591,service
579281599,footway
579281645,service
579281660,service
579281667,service
579281674,service
579281688,service
579281702,service
579281703,service
579281704,service
579281708,service
579487704,secondary
579487706,tertiary
579487707,tertiary
580176093,service
580176094,service
580176095,service
580176096,service
581947598,service
581947601,footway
581947602,footway
581947603,footway
581947604,footway
581947605,footway
581947606,service
581947607,service
581947608,footway
581947609,footway
581947611,service
581947612,footway
581947613,steps
581947614,footway
581947615,footway
581947616,steps
581947617,footway
581947618,steps
581947619,footway
581947620,footway
581947621,service
581947622,service
581947623,service
581947624,service
581947625,service
581947626,service
581947627,service
581947628,residential
581947630,pedestrian
581947632,service
581947633,service
581947641,service
581947642,service
581947643,service
581947644,service
581947645,service
581947646,service
581947647,service
581947648,service
581947649,service
581947650,footway
581947651,footway
581947652,footway
581947653,footway
581947659,secondary
581947661,secondary
581947662,secondary
581947663,footway
581947664,footway
581947665,service
581947666,service
581947669,residential
581947671,footway
581947672,steps
581947673,footway
581947674,steps
581947676,service
581947677,service
581947678,service
581947681,service
581947683,footway
581947684,footway
581947685,footway
581947686,footway
581947687,service
581947688,service
581947690,service
581947691,service
581947703,footway
581947704,footway
581947705,footway
581947707,footway
582338309,secondary
582338310,secondary
582338311,footway
582338312,service
582338313,service
582338314,footway
582338315,footway
582338316,footway
582338319,service
582338321,service
582338322,footway
582338323,residential
582897570,footway
613863465,residential
614091669,motorway
614093335,motorway
614096691,motorway_link
614096693,motorway_link
614096697,motorway_link
614232129,service
614232130,service
614232132,service
